reqId,testId,mode,pipeline,model,repeatIndex,excluded_no_retrieval,n_ground_truth_elements,retrieval_miss,integration_miss,total_miss,retrieval_miss_rate,integration_miss_rate,local_ret_miss,conflict_ret_miss,gap_ret_miss,cross_module_ret_miss,supersede_ret_miss,refine_ret_miss,local_int_miss,conflict_int_miss,gap_int_miss,cross_module_int_miss,supersede_int_miss,refine_int_miss
R7,R7_1,graph,full,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
R7,R7_2,graph,full,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
R7,R7_3,graph,full,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
R7,R7_4,graph,full,gpt-4o-mini,0,0,3,0,2,2,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1
R7,R7_5,graph,full,gpt-4o-mini,0,0,3,0,2,2,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1
R7,R7_6,graph,full,gpt-4o-mini,0,0,3,0,2,2,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1
R7,R7_7,graph,full,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
R7,R7_8,graph,full,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
R7,R7_9,graph,full,gpt-4o-mini,0,0,3,0,2,2,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1
R7,R7_10,graph,full,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
R100b,R100b_1,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_2,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_3,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_4,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_5,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_6,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_7,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_8,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_9,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_10,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R2,R2_1,hybrid,no_retrieval,gpt-4o-mini,0,1,4,3,0,3,1.0,0.0,0,0,0,2,1,0,0,0,0,0,0,0
R2,R2_2,hybrid,no_retrieval,gpt-4o-mini,0,1,4,3,0,3,1.0,0.0,0,0,0,2,1,0,0,0,0,0,0,0
R2,R2_3,hybrid,no_retrieval,gpt-4o-mini,0,1,4,3,0,3,1.0,0.0,0,0,0,2,1,0,0,0,0,0,0,0
R2,R2_4,hybrid,no_retrieval,gpt-4o-mini,0,1,4,3,0,3,1.0,0.0,0,0,0,2,1,0,0,0,0,0,0,0
R2,R2_5,hybrid,no_retrieval,gpt-4o-mini,0,1,4,3,0,3,1.0,0.0,0,0,0,2,1,0,0,0,0,0,0,0
R2,R2_6,hybrid,no_retrieval,gpt-4o-mini,0,1,4,3,0,3,1.0,0.0,0,0,0,2,1,0,0,0,0,0,0,0
R2,R2_7,hybrid,no_retrieval,gpt-4o-mini,0,1,4,2,0,2,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0
R2,R2_8,hybrid,no_retrieval,gpt-4o-mini,0,1,4,3,0,3,1.0,0.0,0,0,0,2,1,0,0,0,0,0,0,0
R2,R2_9,hybrid,no_retrieval,gpt-4o-mini,0,1,4,3,0,3,1.0,0.0,0,0,0,2,1,0,0,0,0,0,0,0
R2,R2_10,hybrid,no_retrieval,gpt-4o-mini,0,1,4,3,0,3,1.0,0.0,0,0,0,2,1,0,0,0,0,0,0,0
R100b,R100b_1,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_2,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_3,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_4,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_5,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_6,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_7,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_8,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_9,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R100b,R100b_10,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R21,R21_1,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R21,R21_2,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R21,R21_3,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R21,R21_4,graph,full,gpt-4o-mini,0,0,1,0,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0
R21,R21_5,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R21,R21_6,graph,full,gpt-4o-mini,0,0,1,0,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0
R21,R21_7,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R21,R21_8,graph,full,gpt-4o-mini,0,0,1,0,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0
R21,R21_9,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R21,R21_10,graph,full,gpt-4o-mini,0,0,1,0,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0
R34,R34_1,hybrid,no_resolution,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R34,R34_2,hybrid,no_resolution,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R34,R34_3,hybrid,no_resolution,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R34,R34_4,hybrid,no_resolution,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R34,R34_5,hybrid,no_resolution,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R34,R34_6,hybrid,no_resolution,gpt-4o-mini,0,0,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R34,R34_7,hybrid,no_resolution,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R34,R34_8,hybrid,no_resolution,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R34,R34_9,hybrid,no_resolution,gpt-4o-mini,0,0,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R34,R34_10,hybrid,no_resolution,gpt-4o-mini,0,0,3,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R31b,R31b_1,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R31b,R31b_2,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R31b,R31b_3,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R31b,R31b_4,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R31b,R31b_5,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R31b,R31b_6,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R31b,R31b_7,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R31b,R31b_8,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R31b,R31b_9,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R31b,R31b_10,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R64,R64_1,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R64,R64_2,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R64,R64_3,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R64,R64_4,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R64,R64_5,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R64,R64_6,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R64,R64_7,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R64,R64_8,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R64,R64_9,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R64,R64_10,hybrid,no_resolution,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R71,R71_1,hybrid,full,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1
R71,R71_2,hybrid,full,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1
R71,R71_3,hybrid,full,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1
R71,R71_4,hybrid,full,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1
R71,R71_5,hybrid,full,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1
R71,R71_6,hybrid,full,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1
R71,R71_7,hybrid,full,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1
R71,R71_8,hybrid,full,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1
R71,R71_9,hybrid,full,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1
R71,R71_10,hybrid,full,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1
R1,R1_1,hybrid,no_retrieval,gpt-4o-mini,0,1,4,2,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
R1,R1_2,hybrid,no_retrieval,gpt-4o-mini,0,1,4,2,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
R1,R1_3,hybrid,no_retrieval,gpt-4o-mini,0,1,4,2,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
R1,R1_4,hybrid,no_retrieval,gpt-4o-mini,0,1,4,2,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
R1,R1_5,hybrid,no_retrieval,gpt-4o-mini,0,1,4,2,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
R1,R1_6,hybrid,no_retrieval,gpt-4o-mini,0,1,4,1,0,1,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
R1,R1_7,hybrid,no_retrieval,gpt-4o-mini,0,1,4,2,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
R1,R1_8,hybrid,no_retrieval,gpt-4o-mini,0,1,4,2,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
R1,R1_9,hybrid,no_retrieval,gpt-4o-mini,0,1,4,2,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
R1,R1_10,hybrid,no_retrieval,gpt-4o-mini,0,1,4,2,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
R2,R2_1,hybrid,no_resolution,gpt-4o-mini,0,0,4,0,3,3,0.0,1.0,0,0,0,0,0,0,0,0,0,2,1,0
R2,R2_2,hybrid,no_resolution,gpt-4o-mini,0,0,4,0,4,4,0.0,1.0,0,0,0,0,0,0,1,0,0,2,1,0
R2,R2_3,hybrid,no_resolution,gpt-4o-mini,0,0,4,0,4,4,0.0,1.0,0,0,0,0,0,0,1,0,0,2,1,0
R2,R2_4,hybrid,no_resolution,gpt-4o-mini,0,0,4,0,3,3,0.0,1.0,0,0,0,0,0,0,0,0,0,2,1,0
R2,R2_5,hybrid,no_resolution,gpt-4o-mini,0,0,4,0,4,4,0.0,1.0,0,0,0,0,0,0,1,0,0,2,1,0
R2,R2_6,hybrid,no_resolution,gpt-4o-mini,0,0,4,0,4,4,0.0,1.0,0,0,0,0,0,0,1,0,0,2,1,0
R2,R2_7,hybrid,no_resolution,gpt-4o-mini,0,0,4,0,2,2,0.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0
R2,R2_8,hybrid,no_resolution,gpt-4o-mini,0,0,4,0,4,4,0.0,1.0,0,0,0,0,0,0,1,0,0,2,1,0
R2,R2_9,hybrid,no_resolution,gpt-4o-mini,0,0,4,0,3,3,0.0,1.0,0,0,0,0,0,0,0,0,0,2,1,0
R2,R2_10,hybrid,no_resolution,gpt-4o-mini,0,0,4,0,3,3,0.0,1.0,0,0,0,0,0,0,0,0,0,2,1,0
R69,R69_1,vector,full,gpt-4o-mini,0,0,6,0,4,4,0.0,1.0,0,0,0,0,0,0,0,0,0,2,0,2
R69,R69_2,vector,full,gpt-4o-mini,0,0,6,0,3,3,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,2
R69,R69_3,vector,full,gpt-4o-mini,0,0,6,0,3,3,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,2
R69,R69_4,vector,full,gpt-4o-mini,0,0,6,0,5,5,0.0,1.0,0,0,0,0,0,0,0,0,0,3,0,2
R69,R69_5,vector,full,gpt-4o-mini,0,0,6,0,5,5,0.0,1.0,0,0,0,0,0,0,0,0,0,3,0,2
R69,R69_6,vector,full,gpt-4o-mini,0,0,6,0,4,4,0.0,1.0,0,0,0,0,0,0,0,0,0,2,0,2
R69,R69_7,vector,full,gpt-4o-mini,0,0,6,0,3,3,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,2
R69,R69_8,vector,full,gpt-4o-mini,0,0,6,0,4,4,0.0,1.0,0,0,0,0,0,0,0,0,0,2,0,2
R69,R69_9,vector,full,gpt-4o-mini,0,0,6,0,4,4,0.0,1.0,0,0,0,0,0,0,0,0,0,2,0,2
R69,R69_10,vector,full,gpt-4o-mini,0,0,6,0,4,4,0.0,1.0,0,0,0,0,0,0,0,0,0,2,0,2
R51c,R51c_1,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R51c,R51c_2,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R51c,R51c_3,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R51c,R51c_4,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R51c,R51c_5,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R51c,R51c_6,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R51c,R51c_7,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R51c,R51c_8,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R51c,R51c_9,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R51c,R51c_10,graph,full,gpt-4o-mini,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R83b,R83b_1,graph,full,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0
R83b,R83b_2,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R83b,R83b_3,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R83b,R83b_4,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R83b,R83b_5,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R83b,R83b_6,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R83b,R83b_7,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R83b,R83b_8,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R83b,R83b_9,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R83b,R83b_10,graph,full,gpt-4o-mini,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
R93c,R93c_1,vector,full,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R93c,R93c_2,vector,full,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R93c,R93c_3,vector,full,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R93c,R93c_4,vector,full,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R93c,R93c_5,vector,full,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
R93c,R93c_6,vector,full,gpt-4o-mini,0,0,2,0,1,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
